uniqid,d11,polintr,qb1,qb3_1,qb3_2,qb3_3,qb3_4,qb3_5,qb3_6,qb3_7,d7r,d9b,d10,d15a,d15b,d25,d63,d1,p1,p2,p3,region_denmark
110025576,75,Medium,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Single living with a partner,DEN:Diploma Degree,Woman,"Retired, unable to work","Employed position, service job",Small/middle town,The upper middle class of society,10 Right,25 Sep 21,<8 h,1731,DK03 - Syddanmark
110025594,37,Low,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,DEN:Short cycle tertiary,Man,"Unskilled manual worker, etc.",Inap. (not 1 to 4 in d15a),Rural area or village,The working class of society,5,25 Sep 21,8 - 12 h,2183,DK05 - Nordjylland
110025602,34,Medium,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),Not mentioned,Not mentioned,Not mentioned,The environmental impact of digital products and services,Single,DEN:Master or equivalent,Woman,"Employed position, at desk",Inap. (not 1 to 4 in d15a),Small/middle town,The upper middle class of society,7,25 Sep 21,8 - 12 h,1945,DK02 - Sjaelland
110025603,70,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,(Re)Married,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,"Retired, unable to work",Skilled manual worker,Large town,The middle class of society,9,25 Sep 21,8 - 12 h,1624,DK01 - Hovedstaden
110025607,56,Strong,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,"Employed position, at desk",Inap. (not 1 to 4 in d15a),Small/middle town,The middle class of society,4,25 Sep 21,8 - 12 h,3626,DK01 - Hovedstaden
110025621,23,Low,Very important,Not mentioned,Not mentioned,Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Single living with a partner,DEN:Bachelor or equivalent,Woman,Student,"Employed position, at desk",Large town,The upper middle class of society,4,25 Sep 21,13 - 16 h,2000,DK01 - Hovedstaden
110025626,62,Medium,Very important,Not mentioned,Not mentioned,Not mentioned,The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,DEN:Master or equivalent,Woman,"Employed position, at desk",Inap. (not 1 to 4 in d15a),Large town,The upper middle class of society,3,25 Sep 21,13 - 16 h,1515,DK01 - Hovedstaden
110025637,66,Strong,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,Not mentioned,(Re)Married,DEN:Diploma Degree,Woman,"Retired, unable to work","Middle management, etc.",Large town,The middle class of society,3,25 Sep 21,20 - 22 h,1416,DK01 - Hovedstaden
110025656,53,Strong,Fairly important,Use of personal data and information by companies or public administrations,Not mentioned,Not mentioned,Not mentioned,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Single,DEN:Bachelor or equivalent,Man,"Employed position, at desk",Inap. (not 1 to 4 in d15a),Large town,The lower middle class of society,9,26 Sep 21,8 - 12 h,1300,DK04 - Midtjylland
110025667,27,Medium,Fairly important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,DEN:Short cycle tertiary,Man,Skilled manual worker,Inap. (not 1 to 4 in d15a),Small/middle town,The working class of society,6,26 Sep 21,8 - 12 h,2261,DK05 - Nordjylland
110025682,38,Medium,Fairly important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Single,DEN:Primary school 8-11 years,Man,"Unskilled manual worker, etc.",Inap. (not 1 to 4 in d15a),Small/middle town,The working class of society,5,26 Sep 21,13 - 16 h,2501,DK03 - Syddanmark
110025684,68,Medium,Very important,Not mentioned,Not mentioned,Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,(Re)Married,DEN:Diploma Degree,Man,"Employed position, at desk",Inap. (not 1 to 4 in d15a),Large town,The middle class of society,4,26 Sep 21,13 - 16 h,1545,DK02 - Sjaelland
110025702,44,Strong,Very important,Not mentioned,Not mentioned,The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),The safety and well-being of children,Not mentioned,Not mentioned,The environmental impact of digital products and services,Divorced or separated,DEN:Bachelor or equivalent,Man,"Professional (lawyer, etc.)",Inap. (not 1 to 4 in d15a),Large town,The upper middle class of society,10 Right,26 Sep 21,17 - 19 h,1741,DK04 - Midtjylland
110025719,76,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Widow,DEN:Diploma Degree,Woman,"Retired, unable to work","Employed position, at desk",Small/middle town,The middle class of society,5,26 Sep 21,20 - 22 h,3458,DK02 - Sjaelland
110025741,33,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,Not mentioned,(Re)Married,DEN:Short cycle tertiary,Man,"Employed position, at desk",Inap. (not 1 to 4 in d15a),Large town,The middle class of society,8,27 Sep 21,8 - 12 h,1929,DK02 - Sjaelland
110025773,20,Medium,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Single,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Woman,Student,"Employed position, at desk",Small/middle town,The middle class of society,2,27 Sep 21,13 - 16 h,2342,DK01 - Hovedstaden
110025803,30,Medium,Very important,Use of personal data and information by companies or public administrations,Not mentioned,Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Single,DEN:Short cycle tertiary,Man,"Middle management, etc.",Inap. (not 1 to 4 in d15a),Small/middle town,The middle class of society,7,27 Sep 21,17 - 19 h,1433,DK04 - Midtjylland
110025819,48,Not at all,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,(Re)Married,DEN:Master or equivalent,Man,"Middle management, etc.",Inap. (not 1 to 4 in d15a),Small/middle town,The middle class of society,2,27 Sep 21,20 - 22 h,2851,DK03 - Syddanmark
110025946,45,Low,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,The environmental impact of digital products and services,Single living with a partner,DEN:Diploma Degree,Woman,"Employed position, at desk",Inap. (not 1 to 4 in d15a),Large town,The middle class of society,2,29 Sep 21,8 - 12 h,1506,DK01 - Hovedstaden
110025992,26,Medium,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Single living with a partner,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,"Employed position, service job",Inap. (not 1 to 4 in d15a),Large town,The lower middle class of society,2,29 Sep 21,20 - 22 h,867,DK01 - Hovedstaden
110026025,87,Medium,Very important,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,The environmental impact of digital products and services,(Re)Married,DEN:Short cycle tertiary,Man,"Retired, unable to work","Middle management, etc.",Small/middle town,The middle class of society,5,30 Sep 21,13 - 16 h,1996,DK03 - Syddanmark
